ID,From,FromID,To,ToID,Stage
1429,germany/nordrhein-westfalen1,5999172065,germany/baden-wuerttemberg1,2720796709,toSortOffice
1430,poland/dolnoslaskie1,2376838905,germany/niedersachsen3,9882934799,toSortOffice
1431,poland/dolnoslaskie1,486122323,hungary3,9656070682,toSortOffice
1432,slovakia3,9047628723,germany/baden-wuerttemberg2,308724248,toSortOffice
1433,germany/nordrhein-westfalen1,1720787173,poland/podlaskie1,4481583757,toSortOffice
1434,germany/nordrhein-westfalen1,81673355,poland/mazowieckie1,4052787783,toSortOffice
1435,poland/slaskie1,3932721730,germany/baden-wuerttemberg1,3711082346,toSortOffice
1436,germany/nordrhein-westfalen3,269915919,germany/mecklenburg-vorpommern1,2494182865,toSortOffice
1437,germany/sachsen2,105816217,poland/malopolskie1,11215688919,toSortOffice
1438,poland/zachodniopomorskie1,2337149613,poland/mazowieckie1,7006477409,toSortOffice
1439,austria1,293137085,poland/lodzkie1,297228366,toSortOffice
1440,germany/baden-wuerttemberg1,4937970444,hungary1,1564360728,toSortOffice
1441,poland/wielkopolskie1,8042667326,belgium1,4907898298,toSortOffice
1442,czech-republic1,93456088,poland/wielkopolskie1,2245220050,toSortOffice
1443,germany/nordrhein-westfalen3,595281240,hungary3,11060571871,toSortOffice
1444,austria4,6742687601,czech-republic3,3674962096,toSortOffice
1445,poland/mazowieckie1,11350869296,germany/bayern1,1340947885,toSortOffice
1446,czech-republic1,12199937354,germany/baden-wuerttemberg2,36234683,toSortOffice
1447,switzerland|liechtenstein3,2566657306,hungary1,305918652,toSortOffice
1448,germany/rheinland-pfalz|saarland2,4532809947,germany/thueringen1,8057522890,toSortOffice
1449,hungary5,366585655,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,43086744,toSortOffice
1450,slovakia1,10961153326,poland/opolskie1,4340874798,toSortOffice
1451,germany/nordrhein-westfalen2,12015494490,germany/hamburg|schleswig-holstein1,3238073571,toSortOffice
1452,switzerland|liechtenstein1,12200488082,poland/wielkopolskie1,4908817603,toSortOffice
1453,germany/mecklenburg-vorpommern1,11136539792,germany/nordrhein-westfalen2,3224739892,toSortOffice
1454,belgium3,1297691931,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,286718618,toSortOffice
1455,germany/niedersachsen3,697871946,germany/baden-wuerttemberg1,495150194,toSortOffice
1456,germany/nordrhein-westfalen2,560115801,germany/hessen1,451007421,toSortOffice
1457,germany/nordrhein-westfalen1,9864389733,switzerland|liechtenstein3,2969052530,toSortOffice
1458,germany/bayern2,355845039,austria4,1351771566,toSortOffice
1459,germany/hessen1,2339180589,slovakia2,206912073,toSortOffice
1460,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,42818084,germany/hessen1,4118567847,toSortOffice
1461,poland/mazowieckie1,537227107,germany/hamburg|schleswig-holstein1,3100159449,toSortOffice
1462,poland/slaskie1,2112513638,germany/bayern2,4735968155,toSortOffice
1463,germany/sachsen2,3187200580,germany/nordrhein-westfalen1,10979220758,toSortOffice
1464,germany/bayern2,3226626205,germany/hessen2,1939295909,toSortOffice
1465,poland/wielkopolskie1,4737610188,slovakia1,32461664,toSortOffice
1466,hungary3,12016495835,poland/swietokrzyskie1,2587065513,toSortOffice
1467,germany/hessen2,339403536,germany/hessen1,766860264,toSortOffice
1468,poland/lubelskie1,4761382255,switzerland|liechtenstein2,28219591,toSortOffice
1469,belgium3,1297691931,germany/nordrhein-westfalen2,248787441,toSortOffice
1470,germany/nordrhein-westfalen2,5076519420,poland/wielkopolskie1,2553250419,toSortOffice
1471,switzerland|liechtenstein1,859538994,germany/niedersachsen3,588951690,toSortOffice
1472,austria3,35122650,germany/baden-wuerttemberg1,6402996459,toSortOffice
1473,czech-republic2,293827980,germany/niedersachsen1,297721019,toSortOffice
1474,germany/bayern1,698563521,germany/niedersachsen1,11365112958,toSortOffice
1475,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,2005381513,poland/pomorskie1,1770154872,toSortOffice
1476,belgium1,617377590,poland/malopolskie1,4586561745,toSortOffice
1477,poland/zachodniopomorskie1,6823854278,germany/hamburg|schleswig-holstein1,4363591944,toSortOffice
1478,germany/rheinland-pfalz|saarland2,245486296,germany/bayern2,3312120455,toSortOffice
1479,poland/wielkopolskie1,1831927129,belgium3,1890421800,toSortOffice
1480,netherlands/drenthe|friesland|groningen1,48062171,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,42048595,toSortOffice
1481,germany/hessen1,1573444211,germany/hessen1,5261143890,toSortOffice
1482,poland/mazowieckie1,3848332535,poland/kujawsko-pomorskie1,8866454272,toSortOffice
1483,germany/nordrhein-westfalen1,6635857481,germany/niedersachsen3,835705193,toSortOffice
1484,czech-republic5,332079407,germany/bayern2,5849093841,toSortOffice
1485,austria5,5129209217,poland/mazowieckie1,3037256803,toSortOffice
1486,hungary1,1178851826,poland/slaskie1,259977823,toSortOffice
1487,germany/thueringen1,457361359,poland/kujawsko-pomorskie1,3406108871,toSortOffice
1488,germany/rheinland-pfalz|saarland2,11035402446,slovakia3,12232830759,toSortOffice
1489,germany/sachsen-anhalt1,277073442,hungary2,5381984595,toSortOffice
1490,belgium3,1297691931,germany/baden-wuerttemberg1,4800497758,toSortOffice
1491,netherlands/drenthe|friesland|groningen1,314658790,germany/hamburg|schleswig-holstein1,3841658939,toSortOffice
1492,germany/sachsen2,256020671,germany/niedersachsen3,89207489,toSortOffice
1493,germany/baden-wuerttemberg2,265802472,switzerland|liechtenstein2,278910093,toSortOffice
1494,germany/brandenburg1,7214324050,germany/bayern3,260036700,toSortOffice
1495,germany/bayern3,297653572,belgium3,1205074730,toSortOffice
1496,germany/hessen1,10241020340,poland/kujawsko-pomorskie1,5300856979,toSortOffice
1497,germany/bayern2,1014940163,switzerland|liechtenstein1,393364495,toSortOffice
1498,germany/sachsen3,1606479864,germany/sachsen3,4682990048,toSortOffice
1499,germany/hamburg|schleswig-holstein1,10998554693,austria5,4909583591,toSortOffice
1500,switzerland|liechtenstein1,140098163,poland/pomorskie1,9535262104,toSortOffice
1501,czech-republic4,7880779489,germany/hessen1,279373731,toSortOffice
1502,germany/brandenburg1,1780770454,hungary5,2596165611,toSortOffice
1503,slovakia2,9714368745,germany/bayern2,26066936,toSortOffice
1504,germany/bayern3,356640618,germany/bayern1,277446384,toSortOffice
1505,switzerland|liechtenstein3,10582045302,austria4,61860000,toSortOffice
1506,germany/brandenburg1,767514532,poland/slaskie1,1560035421,toSortOffice
1507,switzerland|liechtenstein3,319275981,germany/baden-wuerttemberg2,1551892360,toSortOffice
1508,germany/niedersachsen1,291844034,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,5934436633,toSortOffice
1509,germany/hamburg|schleswig-holstein1,291744378,germany/nordrhein-westfalen3,9208266003,toSortOffice
1510,austria3,450157231,germany/bayern1,5918961591,toSortOffice
1511,germany/hessen2,1052532886,germany/baden-wuerttemberg2,583341489,toSortOffice
1512,poland/mazowieckie1,4894319380,germany/nordrhein-westfalen1,7881095123,toSortOffice
1513,poland/kujawsko-pomorskie1,1839861738,czech-republic2,277286427,toSortOffice
1514,germany/mecklenburg-vorpommern1,12146635425,germany/thueringen1,2991529069,toSortOffice
1515,germany/niedersachsen1,9529885174,czech-republic1,3592925876,toSortOffice
1516,poland/pomorskie1,2290773846,slovakia3,307751179,toSortOffice
1517,poland/slaskie1,2044707903,poland/malopolskie1,2338467774,toSortOffice
1518,slovakia3,9771264600,germany/sachsen3,40873857,toSortOffice
1519,germany/hessen1,10555397474,poland/slaskie1,849945663,toSortOffice
1520,belgium4,2091485044,slovakia2,719609220,toSortOffice
1521,poland/pomorskie1,3089664464,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,158895310,toSortOffice
1522,germany/baden-wuerttemberg1,26353231,poland/opolskie1,3216778495,toSortOffice
1523,czech-republic3,1893890900,germany/nordrhein-westfalen2,4491353322,toSortOffice
1524,germany/hamburg|schleswig-holstein1,188499773,poland/kujawsko-pomorskie1,6473277246,toSortOffice
1525,poland/zachodniopomorskie1,9208332609,germany/hamburg|schleswig-holstein1,8674787245,toSortOffice
1526,germany/hamburg|schleswig-holstein1,755873363,czech-republic1,4666233037,toSortOffice
1527,switzerland|liechtenstein2,1457415269,germany/niedersachsen3,2342826732,toSortOffice
1528,poland/pomorskie1,5386319729,germany/sachsen2,4343120321,toSortOffice
1529,poland/pomorskie1,1201706814,czech-republic4,5306085289,toSortOffice
1530,poland/zachodniopomorskie1,4840425378,czech-republic1,25638071,toSortOffice
1531,poland/pomorskie1,9447688809,hungary4,3078675256,toSortOffice
1532,hungary1,3057124047,germany/hamburg|schleswig-holstein1,4235888140,toSortOffice
1533,germany/baden-wuerttemberg2,4145035618,germany/niedersachsen1,8725419671,toSortOffice
1534,slovakia2,2974813405,austria2,3030719964,toSortOffice
1535,poland/dolnoslaskie1,5005477244,germany/baden-wuerttemberg2,7692744956,toSortOffice
1536,czech-republic5,74194566,switzerland|liechtenstein1,4916908351,toSortOffice
1537,germany/nordrhein-westfalen2,160256,czech-republic4,342506275,toSortOffice
1538,switzerland|liechtenstein2,206357913,germany/baden-wuerttemberg2,456234,toSortOffice
1539,germany/rheinland-pfalz|saarland1,5939364584,hungary2,3644309699,toSortOffice
1540,germany/nordrhein-westfalen1,2109067619,poland/mazowieckie1,2182649232,toSortOffice
1541,germany/rheinland-pfalz|saarland1,290369303,germany/baden-wuerttemberg2,1968154066,toSortOffice
1542,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,4931580543,belgium1,277434392,toSortOffice
1543,poland/wielkopolskie1,5043437168,slovakia3,3427433729,toSortOffice
1544,poland/wielkopolskie1,2798505622,hungary5,378348630,toSortOffice
1545,poland/warminsko-mazurskie1,2461999129,germany/bayern2,1399533223,toSortOffice
1546,germany/baden-wuerttemberg1,416135090,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,46336071,toSortOffice
1547,poland/podkarpackie1,6461490695,austria4,1085982965,toSortOffice
1548,germany/baden-wuerttemberg2,259685677,poland/swietokrzyskie1,4357217444,toSortOffice
1549,poland/warminsko-mazurskie1,3088812617,austria1,5712002239,toSortOffice
1550,poland/slaskie1,2127340901,germany/nordrhein-westfalen2,1069500051,toSortOffice
1551,germany/sachsen2,2332871912,germany/sachsen2,3678808827,toSortOffice
1552,germany/hessen1,1341779924,belgium4,1252930704,toSortOffice
1553,germany/baden-wuerttemberg2,6872071039,germany/bayern1,1312295495,toSortOffice
1554,poland/zachodniopomorskie1,2316050487,poland/wielkopolskie1,6773697507,toSortOffice
1555,germany/nordrhein-westfalen3,1327872910,germany/hessen1,8882796833,toSortOffice
1556,czech-republic1,6335169441,hungary1,2376420784,toSortOffice
1557,poland/mazowieckie1,1074166663,germany/nordrhein-westfalen3,29332458,toSortOffice
1558,germany/nordrhein-westfalen1,786068024,germany/hessen1,301834718,toSortOffice
1559,belgium3,1297691931,poland/lodzkie1,3058833996,toSortOffice
1560,germany/niedersachsen2,441924181,poland/mazowieckie1,3491911264,toSortOffice
1561,poland/podkarpackie1,2721655329,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,10936405236,toSortOffice
1562,belgium4,2091485044,germany/sachsen-anhalt1,4023759621,toSortOffice
1563,germany/hamburg|schleswig-holstein1,614165016,czech-republic2,74238360,toSortOffice
1564,austria4,7997738723,netherlands/drenthe|friesland|groningen1,7995020623,toSortOffice
1565,austria2,247868354,germany/bayern3,8438770211,toSortOffice
1566,germany/sachsen-anhalt1,9414248505,germany/nordrhein-westfalen1,2283898156,toSortOffice
1567,switzerland|liechtenstein3,1507925530,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,3121021162,toSortOffice
1568,germany/niedersachsen3,380569612,poland/mazowieckie1,10010056952,toSortOffice
1569,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,414229432,germany/hessen1,10165814156,toSortOffice
1570,germany/niedersachsen3,1428403753,belgium4,931272605,toSortOffice
1571,austria1,60613026,poland/lubelskie1,1979750562,toSortOffice
1572,germany/hamburg|schleswig-holstein1,269939180,poland/lodzkie1,4880045884,toSortOffice
1573,switzerland|liechtenstein2,8040906737,germany/hamburg|schleswig-holstein1,2705715016,toSortOffice
1574,poland/dolnoslaskie1,3709239730,poland/malopolskie1,535341404,toSortOffice
1575,poland/podkarpackie1,10594181723,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,45213554,toSortOffice
1576,czech-republic4,776714,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,1612342323,toSortOffice
1577,germany/nordrhein-westfalen3,5284065964,germany/nordrhein-westfalen1,274818106,toSortOffice
1578,switzerland|liechtenstein2,8814395454,germany/niedersachsen1,7711954028,toSortOffice
1579,belgium3,1297691931,czech-republic1,4355080453,toSortOffice
1580,poland/opolskie1,3401637567,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,10870383715,toSortOffice
1581,hungary3,10134441132,germany/sachsen1,4225713620,toSortOffice
1582,germany/hessen2,5284341161,slovakia3,3654099404,toSortOffice
1583,belgium1,617377590,germany/nordrhein-westfalen2,1732395814,toSortOffice
1584,belgium4,2091485044,slovakia1,2400444502,toSortOffice
1585,germany/hessen2,560103119,belgium3,6873277730,toSortOffice
1586,germany/bayern1,2977902509,poland/lodzkie1,7610496830,toSortOffice
1587,germany/baden-wuerttemberg1,192515601,poland/lodzkie1,502589049,toSortOffice
1588,germany/baden-wuerttemberg2,1718547838,poland/lodzkie1,5639932669,toSortOffice
1589,austria5,1701643519,switzerland|liechtenstein1,3368967032,toSortOffice
1590,germany/bayern1,1579793656,germany/bayern3,232766631,toSortOffice
1591,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,10835616154,poland/malopolskie1,6787934367,toSortOffice
1592,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,12115606602,poland/mazowieckie1,2327238822,toSortOffice
1593,hungary5,282933907,czech-republic3,74027411,toSortOffice
1594,luxembourg1,1141810973,germany/niedersachsen3,1055499092,toSortOffice
1595,poland/mazowieckie1,4230356739,germany/bayern2,324345612,toSortOffice
1596,poland/malopolskie1,11844032640,austria5,7365238948,toSortOffice
1597,germany/sachsen1,691476966,germany/thueringen1,1965802913,toSortOffice
1598,austria2,3681053917,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,2511338055,toSortOffice
1599,hungary3,11981515520,czech-republic5,2787166536,toSortOffice
1600,germany/bayern1,9924821349,slovakia1,273266411,toSortOffice
1601,germany/baden-wuerttemberg2,6221434998,germany/sachsen3,272791756,toSortOffice
1602,germany/niedersachsen2,157296391,germany/nordrhein-westfalen1,1422776168,toSortOffice
1603,hungary1,10087308635,belgium2,639135197,toSortOffice
1604,germany/hamburg|schleswig-holstein1,1086516038,czech-republic1,8974628993,toSortOffice
1605,germany/niedersachsen1,1473127527,poland/lubelskie1,4960566620,toSortOffice
1606,germany/brandenburg1,1899151447,poland/malopolskie1,6855621797,toSortOffice
1607,switzerland|liechtenstein2,1769790181,germany/bayern2,21297144,toSortOffice
1608,poland/slaskie1,11071155130,germany/bayern1,11332719363,toSortOffice
1609,germany/bayern2,1864948318,germany/baden-wuerttemberg2,6576147461,toSortOffice
1610,hungary5,8345558974,germany/baden-wuerttemberg1,6013579118,toSortOffice
1611,switzerland|liechtenstein1,1733005302,germany/bayern3,27028964,toSortOffice
1612,czech-republic5,31099115,poland/slaskie1,3356748391,toSortOffice
1613,germany/bayern3,21718583,germany/nordrhein-westfalen1,1515906476,toSortOffice
1614,germany/baden-wuerttemberg1,279860837,slovakia3,164607395,toSortOffice
1615,austria3,8496668089,germany/bayern2,2562468693,toSortOffice
1616,germany/nordrhein-westfalen2,321402885,belgium1,8526348039,toSortOffice
1617,hungary3,3079921956,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,613577679,toSortOffice
1618,poland/wielkopolskie1,9981551499,poland/mazowieckie1,1229704547,toSortOffice
1619,germany/bayern2,352595932,netherlands/drenthe|friesland|groningen1,47447579,toSortOffice
1620,germany/hessen2,1561912265,germany/niedersachsen3,11973770738,toSortOffice
1621,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,1105819272,germany/hessen2,288545698,toSortOffice
1622,poland/lubuskie1,2717334670,germany/rheinland-pfalz|saarland2,7523423671,toSortOffice
1623,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,45374313,germany/rheinland-pfalz|saarland1,5072063843,toSortOffice
1624,germany/sachsen-anhalt1,277918424,austria3,5424184657,toSortOffice
1625,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,9720071145,poland/podkarpackie1,4269704038,toSortOffice
1626,austria3,7862018584,czech-republic5,314944589,toSortOffice
1627,germany/bayern1,33042398,switzerland|liechtenstein1,304535631,toSortOffice
1628,czech-republic1,5592962220,poland/slaskie1,9555161343,toSortOffice
1629,czech-republic4,34976864,poland/lubelskie1,10966030001,toSortOffice
1630,germany/hamburg|schleswig-holstein1,2564373150,austria2,1646279720,toSortOffice
1631,germany/rheinland-pfalz|saarland1,6765658454,poland/wielkopolskie1,2583477791,toSortOffice
1632,poland/slaskie1,6857036519,germany/niedersachsen3,11061296054,toSortOffice
1633,poland/malopolskie1,1893303833,hungary1,11602305038,toSortOffice
1634,poland/mazowieckie1,2432267354,belgium1,1634689524,toSortOffice
1635,poland/mazowieckie1,519555887,poland/slaskie1,1106057704,toSortOffice
1636,poland/mazowieckie1,10646688108,germany/baden-wuerttemberg2,293479430,toSortOffice
1637,poland/kujawsko-pomorskie1,1491888499,germany/bayern3,2694844605,toSortOffice
1638,poland/lubuskie1,7056838121,poland/kujawsko-pomorskie1,11710889160,toSortOffice
1639,germany/bayern1,11303985911,poland/lubuskie1,1686046368,toSortOffice
1640,germany/bayern3,1496103187,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,440617866,toSortOffice
1641,germany/hessen1,567229313,germany/nordrhein-westfalen2,26856201,toSortOffice
1642,slovakia2,5732115685,germany/nordrhein-westfalen1,60886250,toSortOffice
1643,czech-republic3,2139129529,poland/zachodniopomorskie1,3837762822,toSortOffice
1644,poland/podkarpackie1,2333263501,germany/bayern3,1086611920,toSortOffice
1645,germany/hamburg|schleswig-holstein1,5801205554,poland/mazowieckie1,1838606816,toSortOffice
1646,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,44894968,germany/nordrhein-westfalen3,36241866,toSortOffice
1647,germany/nordrhein-westfalen1,758631049,poland/mazowieckie1,2999751622,toSortOffice
1648,poland/dolnoslaskie1,1271828521,germany/niedersachsen3,291815883,toSortOffice
1649,poland/pomorskie1,4395299470,czech-republic2,352739479,toSortOffice
1650,austria4,3779825811,germany/niedersachsen3,2055657133,toSortOffice
1651,czech-republic2,320447372,germany/nordrhein-westfalen1,9841398143,toSortOffice
1652,hungary5,274923582,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,1699317305,toSortOffice
1653,slovakia2,31372030,austria2,2440278361,toSortOffice
1654,switzerland|liechtenstein2,8578150975,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,42986779,toSortOffice
1655,germany/bayern1,287163419,germany/mecklenburg-vorpommern1,21537416,toSortOffice
1656,poland/wielkopolskie1,12033704683,germany/nordrhein-westfalen3,25239089,toSortOffice
1657,belgium3,1297691931,belgium4,10839734647,toSortOffice
1658,germany/nordrhein-westfalen1,8730563761,poland/opolskie1,10836996754,toSortOffice
1659,switzerland|liechtenstein1,255162365,germany/bayern2,254422159,toSortOffice
1660,belgium4,2091485044,austria3,322228845,toSortOffice
1661,poland/zachodniopomorskie1,6421855140,switzerland|liechtenstein1,2822605010,toSortOffice
1662,germany/bayern1,12089656751,czech-republic1,10142731161,toSortOffice
1663,germany/nordrhein-westfalen2,30899119,germany/bayern3,436969011,toSortOffice
1664,belgium2,3464095221,switzerland|liechtenstein1,290731318,toSortOffice
1665,belgium3,1297691931,germany/brandenburg1,3158409273,toSortOffice
1666,germany/bayern1,10801695,belgium3,2595495617,toSortOffice
1667,germany/hessen2,252187827,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,43248069,toSortOffice
1668,slovakia3,308960000,switzerland|liechtenstein1,3829978360,toSortOffice
1669,germany/hessen2,1377838226,germany/hessen1,1726683891,toSortOffice
1670,austria4,297140322,germany/nordrhein-westfalen1,10572407486,toSortOffice
1671,switzerland|liechtenstein3,3072078815,germany/hamburg|schleswig-holstein1,6915741548,toSortOffice
1672,germany/bayern3,2290419598,germany/nordrhein-westfalen1,68743016,toSortOffice
1673,austria2,348222019,belgium1,280042438,toSortOffice
1674,germany/nordrhein-westfalen1,34018010,switzerland|liechtenstein3,10611349732,toSortOffice
1675,belgium4,2091485044,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,1914411518,toSortOffice
1676,germany/sachsen1,2041953430,switzerland|liechtenstein1,892564164,toSortOffice
1677,hungary2,411317293,germany/nordrhein-westfalen3,348134059,toSortOffice
1678,poland/dolnoslaskie1,2164237704,belgium3,7255420795,toSortOffice
1679,poland/malopolskie1,1428451749,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,42342565,toSortOffice
1680,belgium3,1297691931,germany/bayern1,3677911243,toSortOffice
1681,belgium4,2091485044,germany/baden-wuerttemberg1,240702359,toSortOffice
1682,germany/hessen1,2934591831,germany/bayern2,322780996,toSortOffice
1683,germany/hessen1,299792027,germany/hessen2,2172975132,toSortOffice
1684,germany/rheinland-pfalz|saarland2,33714833,switzerland|liechtenstein1,29872264,toSortOffice
1685,poland/dolnoslaskie1,370181732,poland/mazowieckie1,499899770,toSortOffice
1686,germany/baden-wuerttemberg2,2887557810,austria4,325201403,toSortOffice
1687,germany/bayern2,5468801285,netherlands/drenthe|friesland|groningen1,1298610204,toSortOffice
1688,belgium2,3464095221,germany/rheinland-pfalz|saarland1,3698950921,toSortOffice
1689,austria3,1232781676,germany/hessen2,345295771,toSortOffice
1690,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,9094874605,belgium2,350507591,toSortOffice
1691,switzerland|liechtenstein1,9631908303,hungary5,3445453389,toSortOffice
1692,poland/mazowieckie1,8508181051,belgium3,5590619131,toSortOffice
1693,germany/hamburg|schleswig-holstein1,2139926909,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,44049988,toSortOffice
1694,germany/bayern1,5137993334,czech-republic3,304743751,toSortOffice
1695,germany/sachsen3,667203782,czech-republic1,331331974,toSortOffice
1696,poland/malopolskie1,7075383083,poland/lubelskie1,7022680899,toSortOffice
1697,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,45146430,germany/nordrhein-westfalen1,4465322205,toSortOffice
1698,austria3,283244773,belgium3,475369028,toSortOffice
1699,poland/zachodniopomorskie1,4862580929,belgium2,2264340802,toSortOffice
1700,switzerland|liechtenstein1,299687856,germany/nordrhein-westfalen3,1415798862,toSortOffice
1701,germany/baden-wuerttemberg2,255592982,germany/nordrhein-westfalen1,250849876,toSortOffice
1702,germany/baden-wuerttemberg1,815255587,germany/hessen2,1672801776,toSortOffice
1703,germany/brandenburg1,6634066600,poland/mazowieckie1,9859212285,toSortOffice
1704,germany/baden-wuerttemberg2,4423396297,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,4311620246,toSortOffice
1705,austria2,323046452,germany/nordrhein-westfalen3,205385259,toSortOffice
1706,belgium2,3464095221,germany/brandenburg1,2033053823,toSortOffice
1707,belgium4,2091485044,germany/bayern2,299588728,toSortOffice
1708,germany/baden-wuerttemberg1,1957372776,austria3,1655728075,toSortOffice
1709,germany/baden-wuerttemberg2,60605070,germany/nordrhein-westfalen1,728251748,toSortOffice
1710,germany/rheinland-pfalz|saarland2,10727920574,netherlands/drenthe|friesland|groningen1,6338186933,toSortOffice
1711,poland/wielkopolskie1,476436089,germany/niedersachsen1,1022255426,toSortOffice
1712,czech-republic2,304973110,belgium1,2078461825,toSortOffice
1713,poland/lubuskie1,5750354166,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,356887845,toSortOffice
1714,germany/baden-wuerttemberg1,10275027802,germany/niedersachsen1,1420051653,toSortOffice
1715,czech-republic5,4550022259,germany/nordrhein-westfalen2,9301245423,toSortOffice
1716,czech-republic3,3209254326,germany/baden-wuerttemberg1,252318755,toSortOffice
1717,austria1,8746750147,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,10949340867,toSortOffice
1718,belgium3,1297691931,germany/nordrhein-westfalen2,1581398313,toSortOffice
1719,germany/rheinland-pfalz|saarland2,506784361,hungary4,6773580263,toSortOffice
1720,germany/niedersachsen1,1744566157,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,3432124168,toSortOffice
1721,germany/brandenburg1,11153615400,poland/malopolskie1,5514146267,toSortOffice
1722,belgium1,617377590,poland/slaskie1,11281051449,toSortOffice
1723,germany/niedersachsen1,11645312586,switzerland|liechtenstein2,2179172045,toSortOffice
1724,hungary1,419584295,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,5245818387,toSortOffice
1725,austria4,3277683559,poland/wielkopolskie1,5695518656,toSortOffice
1726,austria3,1606475396,switzerland|liechtenstein2,8646812295,toSortOffice
1727,poland/malopolskie1,1839460317,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,44584594,toSortOffice
1728,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,42356735,poland/lubuskie1,5916373658,toSortOffice
1729,germany/sachsen3,2983381850,germany/bayern3,2065531275,toSortOffice
1730,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,11374218457,austria3,4201729821,toSortOffice
1731,hungary3,3279162373,poland/kujawsko-pomorskie1,5398143187,toSortOffice
1732,poland/podlaskie1,3037267056,netherlands/drenthe|friesland|groningen1,48138028,toSortOffice
1733,germany/baden-wuerttemberg2,264969622,germany/bayern1,4953240745,toSortOffice
1734,germany/bayern2,3117152147,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,1162658648,toSortOffice
1735,poland/slaskie1,8856409696,germany/nordrhein-westfalen1,9205610550,toSortOffice
1736,hungary3,1325758426,belgium4,253636673,toSortOffice
1737,poland/mazowieckie1,3047876128,germany/brandenburg1,7178171760,toSortOffice
1738,germany/sachsen2,8711623975,czech-republic4,4684583298,toSortOffice
1739,poland/mazowieckie1,1130349887,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,43960150,toSortOffice
1740,poland/mazowieckie1,5168928677,poland/mazowieckie1,6060836601,toSortOffice
1741,poland/dolnoslaskie1,9949978197,germany/sachsen2,241365114,toSortOffice
1742,switzerland|liechtenstein1,4099501734,czech-republic1,4422173273,toSortOffice
1743,belgium1,617377590,hungary2,11972015522,toSortOffice
1744,germany/niedersachsen2,4469403470,germany/niedersachsen3,1225465495,toSortOffice
1745,poland/slaskie1,2638492361,poland/slaskie1,4825572277,toSortOffice
1746,netherlands/drenthe|friesland|groningen1,47602069,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,46614601,toSortOffice
1747,germany/niedersachsen3,4695243459,hungary4,31530808,toSortOffice
1748,poland/dolnoslaskie1,2391524710,poland/slaskie1,434312503,toSortOffice
1749,czech-republic1,813291705,germany/hamburg|schleswig-holstein1,32577637,toSortOffice
1750,poland/opolskie1,3800002034,germany/baden-wuerttemberg2,8869478757,toSortOffice
1751,poland/podlaskie1,1129021162,slovakia3,7414734418,toSortOffice
1752,germany/nordrhein-westfalen1,2278286680,germany/hessen2,319058082,toSortOffice
1753,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,5610027666,netherlands/drenthe|friesland|groningen1,6364618592,toSortOffice
1754,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,46833766,czech-republic4,534857861,toSortOffice
1755,germany/nordrhein-westfalen1,6207920252,hungary1,7685069342,toSortOffice
1756,germany/hessen1,27403625,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,7536232895,toSortOffice
